,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2023-04-18,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,595.0,595.0,584.0,585.0,376,219958.0,588.0,989.0,547.5,2023-04-18T14:59:50.966801,585.0,14,584.99,2147.79
1,,2023-04-18,397,ADBL,Agricultural Development Bank Limited,240.0,242.0,238.0,240.0,15338,3662616.9,242.1,389.0,230.0,2023-04-18T14:59:28.031007,240.0,123,238.79,32284.02
2,,2023-04-18,2886,ADBLD83,10.35% Agricultural Bank Debenture 2083,980.0,980.0,980.0,980.0,95,93100.0,1000.0,1066.0,865.1,2023-04-18T14:41:45.613051,980.0,2,980.0,
3,,2023-04-18,8071,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,1605.1,1731.0,1426.2,1500.0,2286,3698247.1,1573.7,2705.0,256.8,2023-04-18T14:59:07.770269,1500.0,128,1617.78,372.6
4,,2023-04-18,9150,AHL,Asian Hydropower Limited,392.0,398.0,386.0,396.5,2600,1024715.0,400.0,480.9,298.8,2023-04-18T14:59:55.754376,396.5,117,394.12,1348.1
5,,2023-04-18,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,310.0,311.0,304.7,305.2,41018,12585786.2,310.0,457.0,250.0,2023-04-18T14:59:54.636206,305.2,191,306.83,5701.02
6,,2023-04-18,2893,AIL,Ajod Insurance Limited,418.0,424.0,409.3,418.9,3003,1247638.8,426.0,665.0,344.0,2023-04-18T14:59:52.76191,418.9,65,415.46,4189.0
7,,2023-04-18,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,218.5,221.0,212.0,216.0,25345,5449215.4,218.5,266.0,159.8,2023-04-18T14:59:54.474641,216.0,110,215.0,1728.0
8,,2023-04-18,2757,AKPL,Arun Kabeli Power Ltd.,392.0,397.0,386.1,393.0,23192,9052971.2,394.5,519.0,325.0,2023-04-18T14:59:59.674894,393.0,150,390.34,8020.08
9,,2023-04-18,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,731.0,731.0,705.0,705.0,353,252409.3,731.0,1450.0,657.0,2023-04-18T14:57:25.835496,705.0,17,715.04,2690.39
10,,2023-04-18,385,ALICL,Asian Life Insurance Co. Limited,613.0,614.9,605.1,610.0,4933,3009130.0,614.0,851.0,428.0,2023-04-18T14:59:57.019305,610.0,61,610.0,17739.48
11,,2023-04-18,697,API,Api Power Company Ltd.,254.0,256.0,250.0,251.0,44574,11229506.2,253.7,327.0,200.0,2023-04-18T14:59:53.980652,251.0,257,251.92,10374.54
12,,2023-04-18,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,620.0,620.0,595.6,597.0,621,373304.4,608.0,963.0,316.0,2023-04-18T14:59:59.01762,597.0,48,601.13,1492.5
13,,2023-04-18,686,BARUN,Barun Hydropower Co. Ltd.,256.0,259.0,252.2,257.0,6866,1742751.3,256.0,541.6,190.3,2023-04-18T14:59:40.151506,257.0,45,253.82,1377.04
14,,2023-04-18,156,BBC,Bishal Bazar Company Limited,3200.0,3200.0,3170.9,3170.9,45,143563.5,3225.0,4355.4,3050.0,2023-04-18T13:08:26.370413,3170.9,4,3190.3,1558.18
15,,2023-04-18,227,BFC,Best Finance Company Ltd.,315.0,317.0,312.3,315.0,2959,929688.9,316.1,475.0,292.5,2023-04-18T14:59:58.370809,315.0,23,314.19,2611.08
16,,2023-04-18,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,410.0,437.0,408.0,437.0,2126,890956.0,414.1,520.0,310.0,2023-04-18T14:51:08.813773,437.0,101,419.07,4588.5
